config,final_val_loss
Amp-heavy (0.5/0.2/0.15/0.15),0.1537831380726799
Balanced (0.4/0.2/0.2/0.2) [Current],0.17710744506782955
Phase-heavy (0.3/0.3/0.2/0.2),0.18449455830785963
