z_mm,z_offset_mm,phase_psnr,phase_psnr_std,phase_ssim,phase_ssim_std
19.0,-1.0000000000000009,45.67639394272735,1.7106682360799306,0.9693014302190694,0.010384745670825323
19.5,-0.5000000000000004,45.67639394272735,1.7106682360799306,0.9693014302190694,0.010384745670825323
20.0,0.0,45.67639394272735,1.7106682360799306,0.9693014302190694,0.010384745670825323
20.5,0.5000000000000004,45.67639394272735,1.7106682360799306,0.9693014302190694,0.010384745670825323
21.0,1.0000000000000009,45.67639394272735,1.7106682360799306,0.9693014302190694,0.010384745670825323
